Year,FAO,FAO_Name,Catch (tonnes/year)
1982,58,Indian Ocean (Antarctic),32528.45412
1982,61,Northwest Pacific,46543.3468
1982,67,Northeast Pacific,3161.432878
1982,71,Western Central Pacific,17904.29645
1982,77,Eastern Central Pacific,3236.830644
1982,81,Southwest Pacific,81458.69682
1982,87,Southeast Pacific,4147.535894
1982,88,Pacific (Antarctic),1.63775E-05
1983,18,Arctic Sea,0.035842902
1983,21,Northwest Atlantic,39882.99157
1983,27,Northeast Atlantic,35158.52235
1983,31,Western Central Atlantic,3359.34095
1983,34,Eastern Central Atlantic,5774.583503
1983,41,Southwest Atlantic,146781.3055
1983,47,Southeast Atlantic,1488.918469
1983,48,Atlantic (Antarctic),144533.8155
1983,51,Western Indian Ocean,34778.61877
1983,57,Eastern Indian Ocean,19720.16457
1983,58,Indian Ocean (Antarctic),13501.51857
1983,61,Northwest Pacific,72443.82426
1983,67,Northeast Pacific,2393.005295
1983,71,Western Central Pacific,18878.57827
1983,77,Eastern Central Pacific,2559.847967
1983,81,Southwest Pacific,103634.2352
1983,87,Southeast Pacific,4356.541674
1983,88,Pacific (Antarctic),8.60495E-05
1984,18,Arctic Sea,0.028307861
1984,21,Northwest Atlantic,43267.62576
1984,27,Northeast Atlantic,35536.88255
1984,31,Western Central Atlantic,3878.089584
1984,34,Eastern Central Atlantic,5604.388443
1984,41,Southwest Atlantic,171651.2099
1984,47,Southeast Atlantic,1240.675293
1984,48,Atlantic (Antarctic),18783.35154
1984,51,Western Indian Ocean,32298.66697
1984,57,Eastern Indian Ocean,24856.11387
1984,58,Indian Ocean (Antarctic),3290.578076
1984,61,Northwest Pacific,69371.73467
1984,67,Northeast Pacific,2485.741706
1984,71,Western Central Pacific,26104.32295
1984,77,Eastern Central Pacific,3404.763195
1984,81,Southwest Pacific,87663.21674
1984,87,Southeast Pacific,5714.95478
1984,88,Pacific (Antarctic),0.45714286
1985,18,Arctic Sea,0.022605122
1985,21,Northwest Atlantic,64408.98046
1985,27,Northeast Atlantic,24565.61672
1985,31,Western Central Atlantic,3013.254809
1985,34,Eastern Central Atlantic,5426.701369
1985,41,Southwest Atlantic,286663.4864
1985,47,Southeast Atlantic,2929.200639
1985,48,Atlantic (Antarctic),2843.946441
1985,51,Western Indian Ocean,41687.66717
1985,57,Eastern Indian Ocean,34712.98704
1985,58,Indian Ocean (Antarctic),25842.13648
1985,61,Northwest Pacific,76409.40833
1985,67,Northeast Pacific,3225.724361
1985,71,Western Central Pacific,29358.28136
1985,77,Eastern Central Pacific,4440.756927
1985,81,Southwest Pacific,81188.7253
1985,87,Southeast Pacific,5766.831082
1985,88,Pacific (Antarctic),0.000117036
1986,18,Arctic Sea,0.028307861
1986,21,Northwest Atlantic,82957.97424
1986,27,Northeast Atlantic,39536.96346
1986,31,Western Central Atlantic,2759.40348
1986,34,Eastern Central Atlantic,5419.028588
1986,41,Southwest Atlantic,307942.0682
1986,47,Southeast Atlantic,290.9388867
1986,48,Atlantic (Antarctic),21885.26014
1986,51,Western Indian Ocean,29891.30839
1986,57,Eastern Indian Ocean,45330.01254
1986,58,Indian Ocean (Antarctic),4637.030132
1986,61,Northwest Pacific,103997.5186
1986,67,Northeast Pacific,4953.812818
1986,71,Western Central Pacific,37656.14238
1986,77,Eastern Central Pacific,4137.550137
1986,81,Southwest Pacific,118560.8139
1986,87,Southeast Pacific,7277.732796
1987,18,Arctic Sea,0.015070082
1987,21,Northwest Atlantic,106711.3197
1987,27,Northeast Atlantic,24732.23618
1987,31,Western Central Atlantic,2996.006552
1987,34,Eastern Central Atlantic,7536.616495
1987,41,Southwest Atlantic,330139.8424
1987,47,Southeast Atlantic,306.6330955
1987,48,Atlantic (Antarctic),47373.85328
1987,51,Western Indian Ocean,30011.38242
1987,57,Eastern Indian Ocean,39470.78184
1987,58,Indian Ocean (Antarctic),1220.928086
1987,61,Northwest Pacific,120911.8029
1987,67,Northeast Pacific,6387.990651
1987,71,Western Central Pacific,34217.83258
1987,77,Eastern Central Pacific,17967.15838
1987,81,Southwest Pacific,153455.5143
1987,87,Southeast Pacific,5802.091564
1987,88,Pacific (Antarctic),1.2604E-05
1988,18,Arctic Sea,0.028307861
1988,21,Northwest Atlantic,81846.42353
1988,27,Northeast Atlantic,26435.34659
1988,31,Western Central Atlantic,3629.09686
1988,34,Eastern Central Atlantic,3291.357546
1988,41,Southwest Atlantic,301874.15
1988,47,Southeast Atlantic,11846.26198
1988,48,Atlantic (Antarctic),23313.91174
1988,51,Western Indian Ocean,30876.56569
1988,57,Eastern Indian Ocean,45943.43845
1988,58,Indian Ocean (Antarctic),1942.565629
1988,61,Northwest Pacific,128264.0068
1988,67,Northeast Pacific,8833.571262
1988,71,Western Central Pacific,37772.76631
1988,77,Eastern Central Pacific,28991.72017
1988,81,Southwest Pacific,179487.4308
1988,87,Southeast Pacific,11425.43137
1989,18,Arctic Sea,0.032259627
1989,21,Northwest Atlantic,79301.61144
1989,27,Northeast Atlantic,25342.05415
1989,31,Western Central Atlantic,4391.862945
1989,34,Eastern Central Atlantic,4375.292043
1989,41,Southwest Atlantic,358137.0007
1989,47,Southeast Atlantic,13419.56442
1989,48,Atlantic (Antarctic),1551.415933
1989,51,Western Indian Ocean,29175.36355
1989,57,Eastern Indian Ocean,58293.56818
1989,58,Indian Ocean (Antarctic),197.2133512
1989,61,Northwest Pacific,85287.66424
1989,67,Northeast Pacific,10414.57724
1989,71,Western Central Pacific,37959.67272
1989,77,Eastern Central Pacific,40688.66099
1989,81,Southwest Pacific,163712.4768
1989,87,Southeast Pacific,15815.74671
1990,18,Arctic Sea,0.024724586
1990,21,Northwest Atlantic,77657.83816
1990,27,Northeast Atlantic,22846.66543
1990,31,Western Central Atlantic,4311.222353
1990,34,Eastern Central Atlantic,3386.81131
1990,41,Southwest Atlantic,392894.0443
1990,47,Southeast Atlantic,6858.930771
1990,48,Atlantic (Antarctic),6576.203491
1990,51,Western Indian Ocean,40486.6401
1990,57,Eastern Indian Ocean,55066.62677
1990,58,Indian Ocean (Antarctic),3520.998558
1990,61,Northwest Pacific,81448.18895
1990,67,Northeast Pacific,9704.742804
1990,71,Western Central Pacific,40133.93881
1990,77,Eastern Central Pacific,44103.91765
1990,81,Southwest Pacific,184311.8857
1990,87,Southeast Pacific,11230.9455
1991,18,Arctic Sea,0.024724586
1991,21,Northwest Atlantic,79609.12285
1991,27,Northeast Atlantic,26194.93808
1991,31,Western Central Atlantic,4822.909054
1991,34,Eastern Central Atlantic,1900.005193
1991,41,Southwest Atlantic,469292.2623
1991,47,Southeast Atlantic,3352.624339
1991,48,Atlantic (Antarctic),26.7849269
1991,51,Western Indian Ocean,45578.27703
1991,57,Eastern Indian Ocean,47213.13047
1991,58,Indian Ocean (Antarctic),0.339741928
1991,61,Northwest Pacific,91155.76081
1991,67,Northeast Pacific,8103.647319
1991,71,Western Central Pacific,46243.93237
1991,77,Eastern Central Pacific,33213.37432
1991,81,Southwest Pacific,186665.647
1991,87,Southeast Pacific,15695.09869
1992,18,Arctic Sea,0.037962366
1992,21,Northwest Atlantic,43087.0614
1992,27,Northeast Atlantic,21889.85351
1992,31,Western Central Atlantic,15104.23292
1992,34,Eastern Central Atlantic,2399.050122
1992,41,Southwest Atlantic,458051.2369
1992,47,Southeast Atlantic,4474.738676
1992,48,Atlantic (Antarctic),0.297489551
1992,51,Western Indian Ocean,40748.74491
1992,57,Eastern Indian Ocean,64122.76735
1992,58,Indian Ocean (Antarctic),1.441369773
1992,61,Northwest Pacific,93801.8813
1992,67,Northeast Pacific,9036.776719
1992,71,Western Central Pacific,39486.57096
1992,77,Eastern Central Pacific,13820.37692
1992,81,Southwest Pacific,177788.5786
1992,87,Southeast Pacific,10936.47053
1993,18,Arctic Sea,0.037962366
1993,21,Northwest Atlantic,61574.71548
1993,27,Northeast Atlantic,22998.22637
1993,31,Western Central Atlantic,12172.13804
1993,34,Eastern Central Atlantic,2025.38616
1993,41,Southwest Atlantic,327196.7384
1993,47,Southeast Atlantic,2887.256382
1993,48,Atlantic (Antarctic),5.075071705
1993,51,Western Indian Ocean,41480.02637
1993,57,Eastern Indian Ocean,49086.14143
1993,58,Indian Ocean (Antarctic),1.501435677
1993,61,Northwest Pacific,99953.86555
1993,67,Northeast Pacific,5140.191966
1993,71,Western Central Pacific,39431.2117
1993,77,Eastern Central Pacific,10450.04132
1993,81,Southwest Pacific,143124.6769
1993,87,Southeast Pacific,13151.86398
1994,18,Arctic Sea,0.032259627
1994,21,Northwest Atlantic,120464.4006
1994,27,Northeast Atlantic,26572.36097
1994,31,Western Central Atlantic,5510.273371
1994,34,Eastern Central Atlantic,1043.327527
1994,41,Southwest Atlantic,298411.7659
1994,47,Southeast Atlantic,2477.057477
1994,48,Atlantic (Antarctic),33.8974255
1994,51,Western Indian Ocean,43528.85545
1994,57,Eastern Indian Ocean,42429.11799
1994,58,Indian Ocean (Antarctic),3.495332013
1994,61,Northwest Pacific,109730.8413
1994,67,Northeast Pacific,4700.645481
1994,71,Western Central Pacific,49520.82946
1994,77,Eastern Central Pacific,6392.392078
1994,81,Southwest Pacific,148002.1558
1994,87,Southeast Pacific,11058.68167
1995,18,Arctic Sea,0.032259627
1995,21,Northwest Atlantic,124257.2648
1995,27,Northeast Atlantic,30212.20789
1995,31,Western Central Atlantic,6264.490279
1995,34,Eastern Central Atlantic,1503.162693
1995,41,Southwest Atlantic,208004.8891
1995,47,Southeast Atlantic,2153.816589
1995,48,Atlantic (Antarctic),169.4260486
1995,51,Western Indian Ocean,42391.93724
1995,57,Eastern Indian Ocean,43144.80199
1995,58,Indian Ocean (Antarctic),5.007822062
1995,61,Northwest Pacific,102724.7074
1995,67,Northeast Pacific,5003.636084
1995,71,Western Central Pacific,51309.51466
1995,77,Eastern Central Pacific,6102.591772
1995,81,Southwest Pacific,109339.1799
1995,87,Southeast Pacific,11859.7279
1996,18,Arctic Sea,0.032259627
1996,21,Northwest Atlantic,131130.2754
1996,27,Northeast Atlantic,15402.7908
1996,31,Western Central Atlantic,5848.872816
1996,34,Eastern Central Atlantic,3038.7553
1996,41,Southwest Atlantic,243438.897
1996,47,Southeast Atlantic,2762.580307
1996,48,Atlantic (Antarctic),137.2440557
1996,51,Western Indian Ocean,44513.34915
1996,57,Eastern Indian Ocean,44950.53044
1996,58,Indian Ocean (Antarctic),0.490842352
1996,61,Northwest Pacific,67087.17569
1996,67,Northeast Pacific,5522.236414
1996,71,Western Central Pacific,53195.58541
1996,77,Eastern Central Pacific,17175.95351
1996,81,Southwest Pacific,93457.9799
1996,87,Southeast Pacific,13577.4639
1997,18,Arctic Sea,0.032259627
1997,21,Northwest Atlantic,112580.7925
1997,27,Northeast Atlantic,31553.11943
1997,31,Western Central Atlantic,6652.881214
1997,34,Eastern Central Atlantic,5717.205618
1997,41,Southwest Atlantic,458662.3736
1997,47,Southeast Atlantic,3097.416085
1997,48,Atlantic (Antarctic),173.727266
1997,51,Western Indian Ocean,50373.378
1997,57,Eastern Indian Ocean,50335.15772
1997,58,Indian Ocean (Antarctic),8.063634776
1997,61,Northwest Pacific,125173.8597
1997,67,Northeast Pacific,4709.209593
1997,71,Western Central Pacific,55183.72344
1997,77,Eastern Central Pacific,5853.333652
1997,81,Southwest Pacific,106442.5016
1997,87,Southeast Pacific,10940.60017
1998,18,Arctic Sea,0.037962366
1998,21,Northwest Atlantic,115816.7774
1998,27,Northeast Atlantic,32562.17234
1998,31,Western Central Atlantic,7417.237853
1998,34,Eastern Central Atlantic,4417.60659
1998,41,Southwest Atlantic,322733.718
1998,47,Southeast Atlantic,4408.731992
1998,48,Atlantic (Antarctic),18.06007644
1998,51,Western Indian Ocean,50329.81206
1998,57,Eastern Indian Ocean,39252.39999
1998,58,Indian Ocean (Antarctic),10.26206979
1998,61,Northwest Pacific,119278.3993
1998,67,Northeast Pacific,1392.099055
1998,71,Western Central Pacific,51380.03483
1998,77,Eastern Central Pacific,5310.35873
1998,81,Southwest Pacific,134996.1839
1998,87,Southeast Pacific,10659.43985
1998,88,Pacific (Antarctic),8.266391153
1999,18,Arctic Sea,0.032259627
1999,21,Northwest Atlantic,132752.1069
1999,27,Northeast Atlantic,33781.39225
1999,31,Western Central Atlantic,7899.710666
1999,34,Eastern Central Atlantic,4680.593276
1999,41,Southwest Atlantic,798060.381
1999,47,Southeast Atlantic,2607.672125
1999,48,Atlantic (Antarctic),455.0988823
1999,51,Western Indian Ocean,55532.62575
1999,57,Eastern Indian Ocean,57112.17117
1999,58,Indian Ocean (Antarctic),21.03962318
1999,61,Northwest Pacific,124195.8025
1999,67,Northeast Pacific,1623.823158
1999,71,Western Central Pacific,75061.5053
1999,77,Eastern Central Pacific,11675.39489
1999,81,Southwest Pacific,122266.2791
1999,87,Southeast Pacific,16847.47616
1999,88,Pacific (Antarctic),22.36510979
2000,18,Arctic Sea,0.032259627
2000,21,Northwest Atlantic,147113.1375
2000,27,Northeast Atlantic,44657.22083
2000,31,Western Central Atlantic,8783.939505
2000,34,Eastern Central Atlantic,4374.497658
2000,41,Southwest Atlantic,620517.6695
2000,47,Southeast Atlantic,4049.940488
2000,48,Atlantic (Antarctic),429.5761085
2000,51,Western Indian Ocean,52204.14542
2000,57,Eastern Indian Ocean,67016.84763
2000,58,Indian Ocean (Antarctic),36.36190099
2000,61,Northwest Pacific,121708.8794
2000,67,Northeast Pacific,1484.254263
2000,71,Western Central Pacific,73276.74664
2000,77,Eastern Central Pacific,9423.1293
2000,81,Southwest Pacific,103752.8188
2000,87,Southeast Pacific,24265.3053
2000,88,Pacific (Antarctic),45.30247708
2001,18,Arctic Sea,0.032259627
2001,21,Northwest Atlantic,158309.0892
2001,27,Northeast Atlantic,54391.33836
2001,31,Western Central Atlantic,5354.638006
2001,34,Eastern Central Atlantic,6603.530484
2001,41,Southwest Atlantic,599908.4077
2001,47,Southeast Atlantic,5833.104673
2001,48,Atlantic (Antarctic),347.8096063
2001,51,Western Indian Ocean,56493.0826
2001,57,Eastern Indian Ocean,55474.69421
2001,58,Indian Ocean (Antarctic),61.31807653
2001,61,Northwest Pacific,119651.9637
2001,67,Northeast Pacific,1972.779323
2001,71,Western Central Pacific,77290.12039
2001,77,Eastern Central Pacific,10200.71506
2001,81,Southwest Pacific,89277.46922
2001,87,Southeast Pacific,17719.18259
2001,88,Pacific (Antarctic),24.28191302
2002,18,Arctic Sea,0.032259627
2002,21,Northwest Atlantic,125086.8319
2002,27,Northeast Atlantic,27093.77099
2002,31,Western Central Atlantic,5113.539706
2002,34,Eastern Central Atlantic,21079.81335
2002,41,Southwest Atlantic,444160.409
2002,47,Southeast Atlantic,5229.606074
2002,48,Atlantic (Antarctic),692.0682003
2002,51,Western Indian Ocean,51630.38404
2002,57,Eastern Indian Ocean,58225.23207
2002,58,Indian Ocean (Antarctic),123.3106661
2002,61,Northwest Pacific,88244.32888
2002,67,Northeast Pacific,2740.877168
2002,71,Western Central Pacific,84811.14171
2002,77,Eastern Central Pacific,5967.006282
2002,81,Southwest Pacific,96461.92721
2002,87,Southeast Pacific,18350.18082
2002,88,Pacific (Antarctic),63.31716832
2003,18,Arctic Sea,0.032259627
2003,21,Northwest Atlantic,178609.0602
2003,27,Northeast Atlantic,42355.27471
2003,31,Western Central Atlantic,6754.275695
2003,34,Eastern Central Atlantic,4554.694024
2003,41,Southwest Atlantic,434665.4146
2003,47,Southeast Atlantic,5546.870553
2003,48,Atlantic (Antarctic),1340.749837
2003,51,Western Indian Ocean,50360.64679
2003,57,Eastern Indian Ocean,59041.64407
2003,58,Indian Ocean (Antarctic),156.4218715
2003,61,Northwest Pacific,63155.91107
2003,67,Northeast Pacific,4073.09856
2003,71,Western Central Pacific,85992.93348
2003,77,Eastern Central Pacific,5329.328791
2003,81,Southwest Pacific,98657.26949
2003,87,Southeast Pacific,20221.16982
2003,88,Pacific (Antarctic),40.47298987
2004,18,Arctic Sea,0.032259627
2004,21,Northwest Atlantic,160946.8962
2004,27,Northeast Atlantic,20736.06299
2004,31,Western Central Atlantic,6764.073876
2004,34,Eastern Central Atlantic,4850.912914
2004,41,Southwest Atlantic,190533.632
2004,47,Southeast Atlantic,5920.950479
2004,48,Atlantic (Antarctic),2103.525051
2004,51,Western Indian Ocean,42613.65623
2004,57,Eastern Indian Ocean,58918.92768
2004,58,Indian Ocean (Antarctic),93.01051039
2004,61,Northwest Pacific,67509.99343
2004,67,Northeast Pacific,3939.230878
2004,71,Western Central Pacific,90909.50238
2004,77,Eastern Central Pacific,6488.274615
2004,81,Southwest Pacific,71317.15787
2004,87,Southeast Pacific,11498.87327
2004,88,Pacific (Antarctic),165.9753689
2005,18,Arctic Sea,0.032259627
2005,21,Northwest Atlantic,125745.3049
2005,27,Northeast Atlantic,18959.61583
2005,31,Western Central Atlantic,6979.836245
2005,34,Eastern Central Atlantic,3763.330526
2005,41,Southwest Atlantic,228203.4331
2005,47,Southeast Atlantic,3983.323671
2005,48,Atlantic (Antarctic),146.7671248
2005,51,Western Indian Ocean,37293.67602
2005,57,Eastern Indian Ocean,46686.76706
2005,58,Indian Ocean (Antarctic),159.6054627
2005,61,Northwest Pacific,68086.37499
2005,67,Northeast Pacific,3202.650875
2005,71,Western Central Pacific,75830.6591
2005,77,Eastern Central Pacific,4720.086112
2005,81,Southwest Pacific,49466.98122
2005,87,Southeast Pacific,9596.239233
2005,88,Pacific (Antarctic),171.2389247
2006,18,Arctic Sea,0.032259627
2006,21,Northwest Atlantic,110856.1782
2006,27,Northeast Atlantic,12204.98435
2006,31,Western Central Atlantic,6909.377864
2006,34,Eastern Central Atlantic,3093.97974
2006,41,Southwest Atlantic,513471.0915
2006,47,Southeast Atlantic,4806.375889
2006,48,Atlantic (Antarctic),1922.604742
2006,51,Western Indian Ocean,35935.08565
2006,57,Eastern Indian Ocean,51842.55987
2006,58,Indian Ocean (Antarctic),115.2107516
2006,61,Northwest Pacific,66419.58655
2006,67,Northeast Pacific,2639.560939
2006,71,Western Central Pacific,83986.60754
2006,77,Eastern Central Pacific,4761.918365
2006,81,Southwest Pacific,65057.51833
2006,87,Southeast Pacific,11148.46664
2006,88,Pacific (Antarctic),72.12154467
2007,21,Northwest Atlantic,104939.1808
2007,27,Northeast Atlantic,10318.91797
2007,31,Western Central Atlantic,5601.083842
2007,34,Eastern Central Atlantic,3192.470394
2007,41,Southwest Atlantic,625989.945
2007,47,Southeast Atlantic,4419.574072
2007,48,Atlantic (Antarctic),1906.305391
2007,51,Western Indian Ocean,28978.1873
2007,57,Eastern Indian Ocean,53047.99645
2007,58,Indian Ocean (Antarctic),94.64410737
2007,61,Northwest Pacific,77746.05482
2007,67,Northeast Pacific,2167.256576
2007,71,Western Central Pacific,69604.5001
2007,77,Eastern Central Pacific,3845.734802
2007,81,Southwest Pacific,69282.47352
2007,87,Southeast Pacific,10880.50257
2007,88,Pacific (Antarctic),90.09439323
2008,21,Northwest Atlantic,103631.4366
2008,27,Northeast Atlantic,8147.056982
2008,31,Western Central Atlantic,5085.201253
2008,34,Eastern Central Atlantic,3469.671145
2008,41,Southwest Atlantic,576891.0149
2008,47,Southeast Atlantic,3790.476501
2008,48,Atlantic (Antarctic),2777.041633
2008,51,Western Indian Ocean,26938.83684
2008,57,Eastern Indian Ocean,54659.85592
2008,58,Indian Ocean (Antarctic),95.07489727
2008,61,Northwest Pacific,80097.77025
2008,67,Northeast Pacific,2368.287538
2008,71,Western Central Pacific,69290.23747
2008,77,Eastern Central Pacific,3906.716347
2008,81,Southwest Pacific,64183.41775
2008,87,Southeast Pacific,10123.99979
2008,88,Pacific (Antarctic),68.16780596
2009,21,Northwest Atlantic,101620.1131
2009,27,Northeast Atlantic,4825.353995
2009,31,Western Central Atlantic,5440.60812
2009,34,Eastern Central Atlantic,3772.018016
2009,41,Southwest Atlantic,318532.3007
2009,47,Southeast Atlantic,3879.830021
2009,48,Atlantic (Antarctic),2238.251088
2009,51,Western Indian Ocean,26350.01909
2009,57,Eastern Indian Ocean,59812.82504
2009,58,Indian Ocean (Antarctic),80.74767501
2009,61,Northwest Pacific,82394.06589
2009,67,Northeast Pacific,2129.764856
2009,71,Western Central Pacific,72031.72746
2009,77,Eastern Central Pacific,4359.330865
2009,81,Southwest Pacific,63252.14909
2009,87,Southeast Pacific,8818.825363
2009,88,Pacific (Antarctic),77.33403606
2010,18,Arctic Sea,8.82452E-06
2010,21,Northwest Atlantic,103407.2209
2010,27,Northeast Atlantic,4496.129242
2010,31,Western Central Atlantic,5711.278943
2010,34,Eastern Central Atlantic,3998.545789
2010,41,Southwest Atlantic,279223.25
2010,47,Southeast Atlantic,3911.731991
2010,48,Atlantic (Antarctic),3689.497071
2010,51,Western Indian Ocean,27031.3352
2010,57,Eastern Indian Ocean,62704.67231
2010,58,Indian Ocean (Antarctic),67.49829626
2010,61,Northwest Pacific,83010.62646
2010,67,Northeast Pacific,2356.849817
2010,71,Western Central Pacific,72045.16263
2010,77,Eastern Central Pacific,4443.009004
2010,81,Southwest Pacific,64358.59344
2010,87,Southeast Pacific,6566.635661
2010,88,Pacific (Antarctic),81.70005619
2011,21,Northwest Atlantic,97649.52428
2011,27,Northeast Atlantic,1933.355278
2011,31,Western Central Atlantic,5816.110048
2011,34,Eastern Central Atlantic,4256.863851
2011,41,Southwest Atlantic,280268.7456
2011,47,Southeast Atlantic,4287.249092
2011,48,Atlantic (Antarctic),3144.679507
2011,51,Western Indian Ocean,24955.67324
2011,57,Eastern Indian Ocean,63980.08248
2011,58,Indian Ocean (Antarctic),50.41146693
2011,61,Northwest Pacific,85070.99995
2011,67,Northeast Pacific,2442.664001
2011,71,Western Central Pacific,66483.19388
2011,77,Eastern Central Pacific,4032.372867
2011,81,Southwest Pacific,62072.58088
2011,87,Southeast Pacific,7136.265739
2011,88,Pacific (Antarctic),62.52333795
